260	2	13895	0.8927087856574166
8686	2	4571	0.5258777008945054
12042	2	3153	0.8927087856574166
3393	2	3162	0.5258777008945054
5341	2	3500	0.5258777008945054
1592	2	1728	0.8927087856574166
9137	2	4915	0.8927087856574166
9725	2	14619	0.5258777008945054
8423	2	2048	0.8927087856574166
1277	2	4580	0.8927087856574166
5398	2	5652	0.8927087856574166
7742	2	2596	0.8927087856574166
3557	2	203	0.8927087856574166
12444	2	108	0.5258777008945054
1115	2	14179	0.8927087856574166
7409	2	425	0.8927087856574166
5292	2	11006	0.8927087856574166
1252	2	5529	0.5258777008945054
1146	2	441	0.709293243275961
12869	2	6837	0.8927087856574166
6799	2	8350	0.8927087856574166
3701	2	6936	0.5258777008945054
217	2	11794	0.8927087856574166
389	2	2491	0.709293243275961
7991	2	11746	0.709293243275961
8386	2	146	0.8927087856574166
7881	2	108	0.5258777008945054
10203	2	5075	0.8927087856574166
6819	2	1254	0.8927087856574166
73	2	5442	0.8927087856574166
13055	2	6237	0.8927087856574166
3302	2	14564	0.5258777008945054
658	2	4719	0.8927087856574166
2451	2	13873	0.8927087856574166
157	2	147	0.5258777008945054
2184	2	12518	0.709293243275961
2004	2	4539	0.8927087856574166
6052	2	9093	0.5258777008945054
6460	2	900	0.709293243275961
3732	2	2530	0.8927087856574166
11147	2	2754	0.709293243275961
11318	2	4288	0.8927087856574166
5240	2	11746	0.709293243275961
3732	2	578	0.8927087856574166
426	2	14144	0.8927087856574166
14304	2	8154	0.8927087856574166
4260	2	3376	0.8927087856574166
10727	2	14056	0.709293243275961
5684	2	1448	0.709293243275961
6501	2	10187	0.8927087856574166
419	2	6233	0.8927087856574166
2568	2	4335	0.8927087856574166
2234	2	108	0.5258777008945054
1361	2	6458	0.8927087856574166
3189	2	6362	0.8927087856574166
110	2	14676	0.8927087856574166
8807	2	4314	0.709293243275961
1744	2	6087	0.8927087856574166
7123	2	4584	0.8927087856574166
525	2	2799	0.8927087856574166
4237	2	7216	0.8927087856574166
11260	2	14619	0.5258777008945054
961	2	11861	0.709293243275961
7704	2	14885	0.5258777008945054
1124	2	13271	0.8927087856574166
8580	2	3781	0.8927087856574166
3290	2	4106	0.8927087856574166
11013	2	12315	0.8927087856574166
686	2	191	0.8927087856574166
9997	2	1617	0.8927087856574166
6431	2	14170	0.8927087856574166
11819	2	425	0.8927087856574166
4289	2	1493	1.0
1434	2	892	0.5258777008945054
1906	2	3284	1.0
5128	2	14473	0.5258777008945054
6437	2	7071	0.8927087856574166
3647	2	4982	0.5258777008945054
7739	2	4120	0.8927087856574166
4504	2	8340	0.8927087856574166
3322	2	3322	0.709293243275961
1246	2	4279	0.8927087856574166
2346	2	2163	0.709293243275961
9913	2	4359	0.709293243275961
11629	2	873	0.8927087856574166
3546	2	5637	0.8927087856574166
4544	2	13890	0.8927087856574166
3709	2	2942	0.8927087856574166
7570	2	11512	0.8927087856574166
11998	2	2752	0.8927087856574166
14128	2	45	0.8927087856574166
803	2	13651	0.8927087856574166
8191	2	83	0.8927087856574166
12467	2	13633	0.8927087856574166
2499	2	13668	0.8927087856574166
5878	2	5284	0.709293243275961
4434	2	3185	0.8927087856574166
9495	2	9597	0.8927087856574166
347	2	4571	0.5258777008945054
3141	2	1889	0.8927087856574166
334	2	3888	0.8927087856574166
6507	2	9093	0.5258777008945054
512	2	5442	0.8927087856574166
914	2	6710	0.709293243275961
12880	2	900	0.5258777008945054
12338	2	3162	0.5258777008945054
12003	2	6981	0.8927087856574166
11569	2	9595	0.5258777008945054
12206	2	6404	0.8927087856574166
12250	2	6005	0.8927087856574166
4072	2	1592	0.8927087856574166
9218	2	6357	0.709293243275961
165	2	9116	0.8927087856574166
6722	2	4340	0.5258777008945054
10663	2	6490	0.8927087856574166
9644	2	879	0.709293243275961
8956	2	5314	0.709293243275961
2143	2	2143	0.8927087856574166
594	2	4076	0.8927087856574166
12624	2	4202	0.8927087856574166
3152	2	14893	0.8927087856574166
410	2	14677	0.8927087856574166
4947	2	334	0.8927087856574166
7284	2	325	0.8927087856574166
1907	2	545	0.8927087856574166
3712	2	3003	0.8927087856574166
1435	2	900	0.5258777008945054
691	2	9597	0.8927087856574166
2530	2	14174	0.8927087856574166
1984	2	9410	0.8927087856574166
11049	2	1728	0.709293243275961
2565	2	45	0.709293243275961
